Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Request Day of Week,Trip Duration (minutes)
5715,City,36,Cancelled,2016-07-15 07:42:16,,7,Friday,
3130,City,37,Cancelled,2016-07-13 08:43:10,,8,Wednesday,
4133,City,37,Cancelled,2016-07-14 04:45:57,,4,Thursday,
4419,City,37,Cancelled,2016-07-14 08:17:14,,8,Thursday,
4547,City,37,Cancelled,2016-07-14 09:39:53,,9,Thursday,
5613,City,37,Cancelled,2016-07-15 06:17:34,,6,Friday,
572,Airport,38,Cancelled,2016-07-11 10:48:00,,10,Monday,
1566,City,38,Cancelled,2016-07-12 06:22:00,,6,Tuesday,
2266,Airport,38,Cancelled,2016-07-12 18:33:00,,18,Tuesday,
4390,City,38,Cancelled,2016-07-14 08:01:16,,8,Thursday,
4545,City,38,Cancelled,2016-07-14 09:43:35,,9,Thursday,
4572,City,38,Cancelled,2016-07-14 09:52:32,,9,Thursday,
1649,City,39,Cancelled,2016-07-12 07:24:00,,7,Tuesday,
3008,City,39,Cancelled,2016-07-13 07:23:01,,7,Wednesday,
4480,City,39,Cancelled,2016-07-14 08:46:34,,8,Thursday,
5713,City,39,Cancelled,2016-07-15 07:43:27,,7,Friday,
5866,City,39,Cancelled,2016-07-15 09:19:04,,9,Friday,
5945,Airport,39,Cancelled,2016-07-15 10:27:59,,10,Friday,
126,City,40,Cancelled,2016-07-11 05:05:00,,5,Monday,
436,City,40,Cancelled,2016-07-11 08:55:00,,8,Monday,
1620,City,40,Cancelled,2016-07-12 06:55:00,,6,Tuesday,
2206,City,40,Cancelled,2016-07-12 17:55:00,,17,Tuesday,
3221,City,40,Cancelled,2016-07-13 09:55:14,,9,Wednesday,
5583,City,40,Cancelled,2016-07-15 05:58:15,,5,Friday,
2131,City,41,Cancelled,2016-07-12 17:04:00,,17,Tuesday,
401,City,43,Cancelled,2016-07-11 08:27:00,,8,Monday,
461,City,43,Cancelled,2016-07-11 09:15:00,,9,Monday,
2946,City,43,Cancelled,2016-07-13 06:34:48,,6,Wednesday,
289,City,44,Cancelled,2016-07-11 07:09:00,,7,Monday,
1303,City,44,Cancelled,2016-07-11 22:27:00,,22,Monday,
1817,City,44,Cancelled,2016-07-12 09:29:00,,9,Tuesday,
2970,City,44,Cancelled,2016-07-13 06:56:12,,6,Wednesday,
4519,City,44,Cancelled,2016-07-14 09:23:01,,9,Thursday,
5830,City,44,Cancelled,2016-07-15 08:55:31,,8,Friday,
5880,City,44,Cancelled,2016-07-15 09:38:50,,9,Friday,
1520,City,45,Cancelled,2016-07-12 05:42:00,,5,Tuesday,
1789,City,45,Cancelled,2016-07-12 09:10:00,,9,Tuesday,
2484,Airport,45,Cancelled,2016-07-12 20:41:00,,20,Tuesday,
4312,City,45,Cancelled,2016-07-14 06:49:09,,6,Thursday,
4363,City,45,Cancelled,2016-07-14 07:29:23,,7,Thursday,
5716,City,45,Cancelled,2016-07-15 07:37:00,,7,Friday,
5775,City,45,Cancelled,2016-07-15 08:24:01,,8,Friday,
424,City,46,Cancelled,2016-07-11 08:47:00,,8,Monday,
377,City,47,Cancelled,2016-07-11 08:11:00,,8,Monday,
454,City,47,Cancelled,2016-07-11 09:10:00,,9,Monday,
1603,City,47,Cancelled,2016-07-12 06:41:00,,6,Tuesday,
5300,Airport,47,Cancelled,2016-07-14 21:52:23,,21,Thursday,
6560,City,47,Cancelled,2016-07-15 21:05:03,,21,Friday,
2526,Airport,48,Cancelled,2016-07-12 21:06:00,,21,Tuesday,
2926,City,48,Cancelled,2016-07-13 06:27:38,,6,Wednesday,
141,City,49,Cancelled,2016-07-11 05:20:00,,5,Monday,
491,City,49,Cancelled,2016-07-11 09:29:00,,9,Monday,
1875,City,49,Cancelled,2016-07-12 10:02:00,,10,Tuesday,
4906,City,49,Cancelled,2016-07-14 18:03:24,,18,Thursday,
209,City,50,Cancelled,2016-07-11 06:11:00,,6,Monday,
278,City,50,Cancelled,2016-07-11 06:55:00,,6,Monday,
1381,City,50,Cancelled,2016-07-12 01:07:00,,1,Tuesday,
5473,City,50,Cancelled,2016-07-15 04:44:00,,4,Friday,
5479,City,50,Cancelled,2016-07-15 04:50:42,,4,Friday,
6228,City,50,Cancelled,2016-07-15 17:43:28,,17,Friday,
2940,City,51,Cancelled,2016-07-13 06:35:21,,6,Wednesday,
5780,City,51,Cancelled,2016-07-15 08:29:04,,8,Friday,
1781,City,52,Cancelled,2016-07-12 09:01:00,,9,Tuesday,
1787,City,52,Cancelled,2016-07-12 09:08:00,,9,Tuesday,
2423,Airport,52,Cancelled,2016-07-12 20:05:00,,20,Tuesday,
4148,City,52,Cancelled,2016-07-14 04:57:22,,4,Thursday,
411,City,53,Cancelled,2016-07-11 08:37:00,,8,Monday,
3727,Airport,53,Cancelled,2016-07-13 20:05:22,,20,Wednesday,
4847,City,53,Cancelled,2016-07-14 17:37:48,,17,Thursday,
216,City,54,Cancelled,2016-07-11 06:13:00,,6,Monday,
1898,City,54,Cancelled,2016-07-12 10:27:00,,10,Tuesday,
2077,City,54,Cancelled,2016-07-12 15:40:00,,15,Tuesday,
2486,Airport,54,Cancelled,2016-07-12 20:50:00,,20,Tuesday,
2809,City,54,Cancelled,2016-07-13 05:05:12,,5,Wednesday,
2900,City,54,Cancelled,2016-07-13 06:01:55,,6,Wednesday,
3022,City,54,Cancelled,2016-07-13 07:34:14,,7,Wednesday,
3211,City,54,Cancelled,2016-07-13 09:48:34,,9,Wednesday,
4356,City,54,Cancelled,2016-07-14 07:23:36,,7,Thursday,
6208,City,54,Cancelled,2016-07-15 17:27:11,,17,Friday,
6571,City,54,Cancelled,2016-07-15 21:16:46,,21,Friday,
237,City,56,Cancelled,2016-07-11 06:29:00,,6,Monday,
4328,City,56,Cancelled,2016-07-14 07:07:46,,7,Thursday,
4757,Airport,56,Cancelled,2016-07-14 15:30:06,,15,Thursday,
323,City,57,Cancelled,2016-07-11 07:36:00,,7,Monday,
421,City,57,Cancelled,2016-07-11 08:43:00,,8,Monday,
1458,City,57,Cancelled,2016-07-12 04:52:00,,4,Tuesday,
3920,City,57,Cancelled,2016-07-13 22:16:51,,22,Wednesday,
4401,City,57,Cancelled,2016-07-14 08:03:39,,8,Thursday,
1034,Airport,58,Cancelled,2016-07-11 19:27:00,,19,Monday,
1543,City,58,Cancelled,2016-07-12 06:02:00,,6,Tuesday,
2909,City,58,Cancelled,2016-07-13 06:10:59,,6,Wednesday,
3015,City,58,Cancelled,2016-07-13 07:34:01,,7,Wednesday,
4165,City,58,Cancelled,2016-07-14 05:07:32,,5,Thursday,
5410,City,58,Cancelled,2016-07-15 01:45:43,,1,Friday,
328,City,59,Cancelled,2016-07-11 07:33:00,,7,Monday,
580,City,59,Cancelled,2016-07-11 10:59:00,,10,Monday,
4357,City,59,Cancelled,2016-07-14 07:31:35,,7,Thursday,
4560,City,59,Cancelled,2016-07-14 09:48:36,,9,Thursday,
5647,City,59,Cancelled,2016-07-15 06:51:10,,6,Friday,
5704,City,59,Cancelled,2016-07-15 07:33:52,,7,Friday,
2855,City,60,Cancelled,2016-07-13 05:35:47,,5,Wednesday,
5565,City,60,Cancelled,2016-07-15 05:45:17,,5,Friday,
235,City,61,Cancelled,2016-07-11 06:22:00,,6,Monday,
2109,Airport,61,Cancelled,2016-07-12 16:20:00,,16,Tuesday,
4230,City,61,Cancelled,2016-07-14 05:50:10,,5,Thursday,
111,City,62,Cancelled,2016-07-11 05:06:00,,5,Monday,
168,City,62,Cancelled,2016-07-11 05:37:00,,5,Monday,
187,City,62,Cancelled,2016-07-11 05:57:00,,5,Monday,
1492,City,62,Cancelled,2016-07-12 05:30:00,,5,Tuesday,
2992,City,62,Cancelled,2016-07-13 07:11:45,,7,Wednesday,
3433,Airport,62,Cancelled,2016-07-13 16:01:28,,16,Wednesday,
5536,City,62,Cancelled,2016-07-15 05:31:14,,5,Friday,
474,City,63,Cancelled,2016-07-11 09:24:00,,9,Monday,
1722,City,63,Cancelled,2016-07-12 08:17:00,,8,Tuesday,
2978,City,63,Cancelled,2016-07-13 06:54:58,,6,Wednesday,
2983,City,63,Cancelled,2016-07-13 07:08:36,,7,Wednesday,
3866,Airport,63,Cancelled,2016-07-13 21:40:55,,21,Wednesday,
4491,City,63,Cancelled,2016-07-14 08:56:21,,8,Thursday,
4603,Airport,63,Cancelled,2016-07-14 10:22:45,,10,Thursday,
1325,City,64,Cancelled,2016-07-11 23:06:00,,23,Monday,
3450,Airport,64,Cancelled,2016-07-13 16:49:15,,16,Wednesday,
4329,City,64,Cancelled,2016-07-14 07:08:40,,7,Thursday,
1723,City,65,Cancelled,2016-07-12 08:18:00,,8,Tuesday,
3261,Airport,65,Cancelled,2016-07-13 10:20:35,,10,Wednesday,
3309,City,65,Cancelled,2016-07-13 11:59:21,,11,Wednesday,
3666,City,65,Cancelled,2016-07-13 19:25:29,,19,Wednesday,
6129,Airport,65,Cancelled,2016-07-15 15:36:17,,15,Friday,
1513,City,66,Cancelled,2016-07-12 05:44:00,,5,Tuesday,
2011,City,66,Cancelled,2016-07-12 13:30:00,,13,Tuesday,
2931,City,66,Cancelled,2016-07-13 06:31:03,,6,Wednesday,
6397,City,66,Cancelled,2016-07-15 19:29:17,,19,Friday,
176,City,67,Cancelled,2016-07-11 05:42:00,,5,Monday,
3180,City,67,Cancelled,2016-07-13 09:23:48,,9,Wednesday,
3238,City,67,Cancelled,2016-07-13 10:04:18,,10,Wednesday,
4360,City,67,Cancelled,2016-07-14 07:30:30,,7,Thursday,
6717,City,67,Cancelled,2016-07-15 23:12:21,,23,Friday,
386,City,68,Cancelled,2016-07-11 08:29:00,,8,Monday,
528,City,68,Cancelled,2016-07-11 09:50:00,,9,Monday,
2556,Airport,68,Cancelled,2016-07-12 21:24:00,,21,Tuesday,
3286,City,68,Cancelled,2016-07-13 11:10:46,,11,Wednesday,
5805,City,68,Cancelled,2016-07-15 08:36:49,,8,Friday,
5911,City,68,Cancelled,2016-07-15 09:53:55,,9,Friday,
245,City,69,Cancelled,2016-07-11 06:33:00,,6,Monday,
1532,City,69,Cancelled,2016-07-12 05:54:00,,5,Tuesday,
3161,City,69,Cancelled,2016-07-13 09:05:57,,9,Wednesday,
3523,Airport,69,Cancelled,2016-07-13 17:47:46,,17,Wednesday,
4278,City,69,Cancelled,2016-07-14 06:26:10,,6,Thursday,
5835,City,69,Cancelled,2016-07-15 08:53:49,,8,Friday,
99,City,70,Cancelled,2016-07-11 05:00:00,,5,Monday,
162,City,70,Cancelled,2016-07-11 05:34:00,,5,Monday,
307,City,70,Cancelled,2016-07-11 07:20:00,,7,Monday,
1767,City,70,Cancelled,2016-07-12 08:46:00,,8,Tuesday,
5502,City,70,Cancelled,2016-07-15 05:03:26,,5,Friday,
5644,City,70,Cancelled,2016-07-15 06:50:34,,6,Friday,
5736,City,70,Cancelled,2016-07-15 07:50:43,,7,Friday,
3808,Airport,71,Cancelled,2016-07-13 20:58:40,,20,Wednesday,
5831,City,71,Cancelled,2016-07-15 08:56:04,,8,Friday,
5980,City,71,Cancelled,2016-07-15 11:39:58,,11,Friday,
353,City,72,Cancelled,2016-07-11 07:55:00,,7,Monday,
397,City,72,Cancelled,2016-07-11 08:23:00,,8,Monday,
1843,City,72,Cancelled,2016-07-12 09:39:00,,9,Tuesday,
2019,City,72,Cancelled,2016-07-12 13:46:00,,13,Tuesday,
1732,City,73,Cancelled,2016-07-12 08:19:00,,8,Tuesday,
1984,City,73,Cancelled,2016-07-12 12:30:00,,12,Tuesday,
5886,City,73,Cancelled,2016-07-15 09:33:07,,9,Friday,
6098,Airport,73,Cancelled,2016-07-15 14:40:08,,14,Friday,
2048,Airport,74,Cancelled,2016-07-12 14:40:00,,14,Tuesday,
2844,Airport,74,Cancelled,2016-07-13 05:28:12,,5,Wednesday,
1426,City,76,Cancelled,2016-07-12 04:24:00,,4,Tuesday,
2969,City,76,Cancelled,2016-07-13 06:52:10,,6,Wednesday,
5584,City,76,Cancelled,2016-07-15 05:53:54,,5,Friday,
1704,City,77,Cancelled,2016-07-12 07:59:00,,7,Tuesday,
3399,City,77,Cancelled,2016-07-13 15:05:30,,15,Wednesday,
4298,City,77,Cancelled,2016-07-14 06:40:29,,6,Thursday,
4019,City,78,Cancelled,2016-07-13 00:00:24,,0,Wednesday,
3197,City,78,Cancelled,2016-07-13 09:44:52,,9,Wednesday,
4166,City,78,Cancelled,2016-07-14 05:10:41,,5,Thursday,
4238,City,78,Cancelled,2016-07-14 05:54:41,,5,Thursday,
5894,City,78,Cancelled,2016-07-15 09:46:14,,9,Friday,
6647,City,78,Cancelled,2016-07-15 22:02:02,,22,Friday,
210,City,79,Cancelled,2016-07-11 06:12:00,,6,Monday,
403,City,79,Cancelled,2016-07-11 08:35:00,,8,Monday,
568,Airport,79,Cancelled,2016-07-11 10:23:00,,10,Monday,
856,City,79,Cancelled,2016-07-11 17:47:00,,17,Monday,
1757,City,79,Cancelled,2016-07-12 08:38:00,,8,Tuesday,
2842,City,79,Cancelled,2016-07-13 05:17:08,,5,Wednesday,
3147,City,80,Cancelled,2016-07-13 08:55:48,,8,Wednesday,
4497,City,80,Cancelled,2016-07-14 08:59:45,,8,Thursday,
4770,City,80,Cancelled,2016-07-14 15:52:41,,15,Thursday,
5493,City,80,Cancelled,2016-07-15 05:01:35,,5,Friday,
5540,City,80,Cancelled,2016-07-15 05:27:47,,5,Friday,
2003,Airport,81,Cancelled,2016-07-12 13:19:00,,13,Tuesday,
4179,City,81,Cancelled,2016-07-14 05:27:26,,5,Thursday,
4561,City,81,Cancelled,2016-07-14 09:43:37,,9,Thursday,
5806,Airport,81,Cancelled,2016-07-15 08:46:33,,8,Friday,
1881,City,82,Cancelled,2016-07-12 10:04:00,,10,Tuesday,
3235,City,82,Cancelled,2016-07-13 10:01:02,,10,Wednesday,
5604,City,82,Cancelled,2016-07-15 06:08:30,,6,Friday,
1557,City,83,Cancelled,2016-07-12 06:17:00,,6,Tuesday,
1661,City,83,Cancelled,2016-07-12 07:30:00,,7,Tuesday,
2022,City,83,Cancelled,2016-07-12 13:45:00,,13,Tuesday,
3188,City,83,Cancelled,2016-07-13 09:34:22,,9,Wednesday,
5655,City,83,Cancelled,2016-07-15 06:59:47,,6,Friday,
5903,City,83,Cancelled,2016-07-15 09:58:03,,9,Friday,
6209,Airport,83,Cancelled,2016-07-15 17:32:54,,17,Friday,
536,City,84,Cancelled,2016-07-11 09:59:00,,9,Monday,
1134,Airport,84,Cancelled,2016-07-11 20:33:00,,20,Monday,
1604,City,84,Cancelled,2016-07-12 06:37:00,,6,Tuesday,
1653,City,84,Cancelled,2016-07-12 07:27:00,,7,Tuesday,
1695,City,84,Cancelled,2016-07-12 07:57:00,,7,Tuesday,
2750,City,84,Cancelled,2016-07-13 03:24:24,,3,Wednesday,
2884,City,84,Cancelled,2016-07-13 05:54:44,,5,Wednesday,
3191,City,84,Cancelled,2016-07-13 09:32:18,,9,Wednesday,
3193,City,84,Cancelled,2016-07-13 09:33:21,,9,Wednesday,
3524,City,84,Cancelled,2016-07-13 17:51:15,,17,Wednesday,
4294,City,84,Cancelled,2016-07-14 06:40:54,,6,Thursday,
4484,City,84,Cancelled,2016-07-14 08:55:30,,8,Thursday,
324,City,85,Cancelled,2016-07-11 07:40:00,,7,Monday,
3351,Airport,85,Cancelled,2016-07-13 13:20:21,,13,Wednesday,
4195,City,85,Cancelled,2016-07-14 05:28:28,,5,Thursday,
5685,City,85,Cancelled,2016-07-15 07:17:02,,7,Friday,
2889,City,86,Cancelled,2016-07-13 05:55:36,,5,Wednesday,
4301,City,86,Cancelled,2016-07-14 06:46:41,,6,Thursday,
1294,City,87,Cancelled,2016-07-11 22:26:00,,22,Monday,
5935,City,87,Cancelled,2016-07-15 10:13:46,,10,Friday,
428,City,88,Cancelled,2016-07-11 08:48:00,,8,Monday,
450,City,88,Cancelled,2016-07-11 09:11:00,,9,Monday,
4510,City,88,Cancelled,2016-07-14 09:07:46,,9,Thursday,
432,City,89,Cancelled,2016-07-11 08:52:00,,8,Monday,
2491,Airport,89,Cancelled,2016-07-12 20:55:00,,20,Tuesday,
5569,City,89,Cancelled,2016-07-15 05:41:45,,5,Friday,
5671,City,89,Cancelled,2016-07-15 07:05:11,,7,Friday,
6374,City,89,Cancelled,2016-07-15 19:10:02,,19,Friday,
4464,City,90,Cancelled,2016-07-14 08:42:46,,8,Thursday,
5609,City,90,Cancelled,2016-07-15 06:15:40,,6,Friday,
5848,City,90,Cancelled,2016-07-15 09:04:50,,9,Friday,
543,City,91,Cancelled,2016-07-11 10:03:00,,10,Monday,
2828,City,92,Cancelled,2016-07-13 05:20:11,,5,Wednesday,
2993,City,92,Cancelled,2016-07-13 07:05:55,,7,Wednesday,
3018,Airport,92,Cancelled,2016-07-13 07:27:44,,7,Wednesday,
4155,City,92,Cancelled,2016-07-14 05:06:35,,5,Thursday,
2552,City,93,Cancelled,2016-07-12 21:23:00,,21,Tuesday,
3430,Airport,93,Cancelled,2016-07-13 16:01:54,,16,Wednesday,
4167,City,93,Cancelled,2016-07-14 05:13:45,,5,Thursday,
5508,City,93,Cancelled,2016-07-15 05:04:48,,5,Friday,
5729,City,93,Cancelled,2016-07-15 07:49:27,,7,Friday,
202,City,94,Cancelled,2016-07-11 06:09:00,,6,Monday,
341,City,94,Cancelled,2016-07-11 07:46:00,,7,Monday,
3049,City,94,Cancelled,2016-07-13 07:43:49,,7,Wednesday,
6323,Airport,94,Cancelled,2016-07-15 18:39:39,,18,Friday,
6462,City,94,Cancelled,2016-07-15 20:11:36,,20,Friday,
3242,City,95,Cancelled,2016-07-13 10:08:10,,10,Wednesday,
4499,City,95,Cancelled,2016-07-14 09:01:54,,9,Thursday,
3182,City,96,Cancelled,2016-07-13 09:24:57,,9,Wednesday,
4173,City,96,Cancelled,2016-07-14 05:08:03,,5,Thursday,
4189,City,96,Cancelled,2016-07-14 05:25:55,,5,Thursday,
6390,Airport,96,Cancelled,2016-07-15 19:19:26,,19,Friday,
1231,City,97,Cancelled,2016-07-11 21:34:00,,21,Monday,
1589,City,97,Cancelled,2016-07-12 06:35:00,,6,Tuesday,
1815,City,97,Cancelled,2016-07-12 09:20:00,,9,Tuesday,
5678,City,97,Cancelled,2016-07-15 07:09:12,,7,Friday,
239,City,98,Cancelled,2016-07-11 06:25:00,,6,Monday,
551,City,98,Cancelled,2016-07-11 10:10:00,,10,Monday,
2097,Airport,98,Cancelled,2016-07-12 16:03:00,,16,Tuesday,
2613,Airport,98,Cancelled,2016-07-12 22:06:00,,22,Tuesday,
5497,City,98,Cancelled,2016-07-15 05:00:30,,5,Friday,
5668,City,98,Cancelled,2016-07-15 07:06:58,,7,Friday,
482,City,99,Cancelled,2016-07-11 09:25:00,,9,Monday,
544,City,99,Cancelled,2016-07-11 10:07:00,,10,Monday,
1227,Airport,99,Cancelled,2016-07-11 21:32:00,,21,Monday,
1489,City,99,Cancelled,2016-07-12 05:21:00,,5,Tuesday,
2588,Airport,99,Cancelled,2016-07-12 21:45:00,,21,Tuesday,
3152,City,99,Cancelled,2016-07-13 08:57:47,,8,Wednesday,
5853,City,99,Cancelled,2016-07-15 09:10:12,,9,Friday,
2933,City,100,Cancelled,2016-07-13 06:26:18,,6,Wednesday,
5543,City,100,Cancelled,2016-07-15 05:30:53,,5,Friday,
1356,City,101,Cancelled,2016-07-11 23:42:00,,23,Monday,
1403,City,101,Cancelled,2016-07-12 02:39:00,,2,Tuesday,
2459,Airport,101,Cancelled,2016-07-12 20:30:00,,20,Tuesday,
3023,City,101,Cancelled,2016-07-13 07:27:40,,7,Wednesday,
4444,City,101,Cancelled,2016-07-14 08:28:21,,8,Thursday,
1733,City,102,Cancelled,2016-07-12 08:23:00,,8,Tuesday,
1937,Airport,102,Cancelled,2016-07-12 11:26:00,,11,Tuesday,
5614,City,102,Cancelled,2016-07-15 06:14:39,,6,Friday,
5718,City,102,Cancelled,2016-07-15 07:39:12,,7,Friday,
334,City,103,Cancelled,2016-07-11 07:40:00,,7,Monday,
1107,City,103,Cancelled,2016-07-11 20:14:00,,20,Monday,
3033,City,103,Cancelled,2016-07-13 07:35:16,,7,Wednesday,
3099,City,103,Cancelled,2016-07-13 08:22:13,,8,Wednesday,
4302,City,103,Cancelled,2016-07-14 06:48:59,,6,Thursday,
4829,City,103,Cancelled,2016-07-14 17:25:49,,17,Thursday,
5854,Airport,103,Cancelled,2016-07-15 09:09:32,,9,Friday,
427,City,104,Cancelled,2016-07-11 08:48:00,,8,Monday,
852,Airport,104,Cancelled,2016-07-11 17:48:00,,17,Monday,
1931,City,104,Cancelled,2016-07-12 11:13:00,,11,Tuesday,
3292,Airport,104,Cancelled,2016-07-13 11:18:55,,11,Wednesday,
5154,Airport,104,Cancelled,2016-07-14 20:19:26,,20,Thursday,
5627,City,104,Cancelled,2016-07-15 06:34:09,,6,Friday,
5751,City,104,Cancelled,2016-07-15 08:03:01,,8,Friday,
308,City,105,Cancelled,2016-07-11 07:22:00,,7,Monday,
2890,City,105,Cancelled,2016-07-13 05:55:20,,5,Wednesday,
4245,City,105,Cancelled,2016-07-14 05:58:24,,5,Thursday,
4423,City,105,Cancelled,2016-07-14 08:18:46,,8,Thursday,
212,City,106,Cancelled,2016-07-11 06:09:00,,6,Monday,
3034,City,106,Cancelled,2016-07-13 07:39:44,,7,Wednesday,
6669,City,106,Cancelled,2016-07-15 22:12:00,,22,Friday,
252,City,107,Cancelled,2016-07-11 06:36:00,,6,Monday,
391,City,107,Cancelled,2016-07-11 08:24:00,,8,Monday,
412,City,107,Cancelled,2016-07-11 08:37:00,,8,Monday,
5709,City,107,Cancelled,2016-07-15 07:44:55,,7,Friday,
6300,Airport,107,Cancelled,2016-07-15 18:20:30,,18,Friday,
381,City,108,Cancelled,2016-07-11 08:16:00,,8,Monday,
3030,City,108,Cancelled,2016-07-13 07:32:06,,7,Wednesday,
3671,Airport,108,Cancelled,2016-07-13 19:28:05,,19,Wednesday,
4186,City,108,Cancelled,2016-07-14 05:24:34,,5,Thursday,
4281,City,108,Cancelled,2016-07-14 06:23:20,,6,Thursday,
1864,City,109,Cancelled,2016-07-12 09:54:00,,9,Tuesday,
2073,City,109,Cancelled,2016-07-12 15:27:00,,15,Tuesday,
3113,City,109,Cancelled,2016-07-13 08:36:12,,8,Wednesday,
4885,City,109,Cancelled,2016-07-14 17:56:19,,17,Thursday,
326,City,110,Cancelled,2016-07-11 07:33:00,,7,Monday,
1401,City,110,Cancelled,2016-07-12 02:42:00,,2,Tuesday,
2792,City,110,Cancelled,2016-07-13 04:58:06,,4,Wednesday,
149,City,111,Cancelled,2016-07-11 05:29:00,,5,Monday,
368,City,111,Cancelled,2016-07-11 08:06:00,,8,Monday,
1927,City,111,Cancelled,2016-07-12 11:08:00,,11,Tuesday,
2068,Airport,112,Cancelled,2016-07-12 15:13:00,,15,Tuesday,
2396,Airport,112,Cancelled,2016-07-12 19:52:00,,19,Tuesday,
4890,City,112,Cancelled,2016-07-14 17:55:51,,17,Thursday,
2117,City,113,Cancelled,2016-07-12 16:33:00,,16,Tuesday,
2780,City,113,Cancelled,2016-07-13 04:43:32,,4,Wednesday,
4863,Airport,113,Cancelled,2016-07-14 17:40:14,,17,Thursday,
5782,City,113,Cancelled,2016-07-15 08:35:31,,8,Friday,
188,City,114,Cancelled,2016-07-11 05:54:00,,5,Monday,
1699,City,114,Cancelled,2016-07-12 08:02:00,,8,Tuesday,
3043,City,114,Cancelled,2016-07-13 07:42:32,,7,Wednesday,
3818,Airport,114,Cancelled,2016-07-13 21:06:59,,21,Wednesday,
4187,City,114,Cancelled,2016-07-14 05:27:38,,5,Thursday,
4381,City,114,Cancelled,2016-07-14 07:45:41,,7,Thursday,
4530,City,114,Cancelled,2016-07-14 09:33:37,,9,Thursday,
4774,Airport,114,Cancelled,2016-07-14 15:59:04,,15,Thursday,
5423,City,114,Cancelled,2016-07-15 02:11:10,,2,Friday,
4011,City,115,Cancelled,2016-07-13 23:45:26,,23,Wednesday,
4556,City,115,Cancelled,2016-07-14 09:40:49,,9,Thursday,
354,City,116,Cancelled,2016-07-11 07:59:00,,7,Monday,
1618,City,116,Cancelled,2016-07-12 06:52:00,,6,Tuesday,
3019,City,117,Cancelled,2016-07-13 07:25:48,,7,Wednesday,
5469,City,117,Cancelled,2016-07-15 04:42:55,,4,Friday,
5731,City,117,Cancelled,2016-07-15 07:47:32,,7,Friday,
5839,City,117,Cancelled,2016-07-15 08:57:28,,8,Friday,
1660,City,118,Cancelled,2016-07-12 07:26:00,,7,Tuesday,
3146,City,118,Cancelled,2016-07-13 08:56:49,,8,Wednesday,
174,Airport,119,Cancelled,2016-07-11 05:44:00,,5,Monday,
321,City,119,Cancelled,2016-07-11 07:30:00,,7,Monday,
2973,City,119,Cancelled,2016-07-13 06:57:56,,6,Wednesday,
5691,City,119,Cancelled,2016-07-15 07:26:32,,7,Friday,
5748,City,119,Cancelled,2016-07-15 07:57:58,,7,Friday,
404,City,120,Cancelled,2016-07-11 08:39:00,,8,Monday,
2474,Airport,120,Cancelled,2016-07-12 20:35:00,,20,Tuesday,
4374,City,120,Cancelled,2016-07-14 07:35:39,,7,Thursday,
4461,City,120,Cancelled,2016-07-14 08:36:56,,8,Thursday,
4731,City,120,Cancelled,2016-07-14 14:09:23,,14,Thursday,
5798,City,120,Cancelled,2016-07-15 08:40:38,,8,Friday,
3849,City,121,Cancelled,2016-07-13 21:36:47,,21,Wednesday,
5763,City,121,Cancelled,2016-07-15 08:20:33,,8,Friday,
5815,City,121,Cancelled,2016-07-15 08:47:14,,8,Friday,
5826,City,121,Cancelled,2016-07-15 08:50:52,,8,Friday,
3782,City,122,Cancelled,2016-07-13 20:45:49,,20,Wednesday,
4630,City,122,Cancelled,2016-07-14 11:17:20,,11,Thursday,
437,City,123,Cancelled,2016-07-11 08:59:00,,8,Monday,
122,City,124,Cancelled,2016-07-11 05:14:00,,5,Monday,
4487,City,124,Cancelled,2016-07-14 08:53:59,,8,Thursday,
5551,City,124,Cancelled,2016-07-15 05:30:17,,5,Friday,
2927,City,125,Cancelled,2016-07-13 06:19:51,,6,Wednesday,
3176,City,125,Cancelled,2016-07-13 09:10:16,,9,Wednesday,
3253,City,125,Cancelled,2016-07-13 10:19:32,,10,Wednesday,
6759,City,125,Cancelled,2016-07-15 23:59:29,,23,Friday,
848,Airport,126,Cancelled,2016-07-11 17:44:00,,17,Monday,
1674,City,126,Cancelled,2016-07-12 07:47:00,,7,Tuesday,
3159,City,126,Cancelled,2016-07-13 09:11:22,,9,Wednesday,
3208,City,126,Cancelled,2016-07-13 09:45:21,,9,Wednesday,
2803,City,127,Cancelled,2016-07-13 04:58:21,,4,Wednesday,
3232,Airport,127,Cancelled,2016-07-13 10:02:13,,10,Wednesday,
4271,City,127,Cancelled,2016-07-14 06:13:47,,6,Thursday,
5591,City,127,Cancelled,2016-07-15 05:58:18,,5,Friday,
549,City,128,Cancelled,2016-07-11 10:04:00,,10,Monday,
1776,Airport,128,Cancelled,2016-07-12 09:02:00,,9,Tuesday,
2910,City,128,Cancelled,2016-07-13 06:12:30,,6,Wednesday,
492,City,129,Cancelled,2016-07-11 09:32:00,,9,Monday,
963,Airport,129,Cancelled,2016-07-11 18:44:00,,18,Monday,
1505,City,129,Cancelled,2016-07-12 05:39:00,,5,Tuesday,
2923,City,129,Cancelled,2016-07-13 06:23:23,,6,Wednesday,
4396,City,129,Cancelled,2016-07-14 07:55:58,,7,Thursday,
5639,City,129,Cancelled,2016-07-15 06:44:03,,6,Friday,
6348,Airport,129,Cancelled,2016-07-15 18:50:59,,18,Friday,
253,City,130,Cancelled,2016-07-11 06:43:00,,6,Monday,
379,City,130,Cancelled,2016-07-11 08:18:00,,8,Monday,
